Rank,Company,Industry,Revenue,Profit,Profit %,Year,Employees
76,Campbell Soup,Food Consumer Products,501.4,31.5,0.062824093,1959,
93,Hygrade Food Products,Food Consumer Products,411.5,1.4,0.003402187,1959,
118,Hormel Foods,Food Consumer Products,361,3,0.008310249,1959,
135,Quaker Oats,Food Consumer Products,314.5,12.9,0.041017488,1959,
141,H.J. Heinz,Food Consumer Products,293.8,9.3,0.031654187,1959,
186,Kellanova,Food Consumer Products,220,18.6,0.084545455,1959,
245,Hershey,Food Consumer Products,164,12.7,0.077439024,1959,
276,Pepsico,Food Consumer Products,136.8,11.5,0.084064327,1959,
370,Wm. Wrigley Jr.,Food Consumer Products,91.3,10.2,0.111719606,1959,
383,Dole Food,Food Consumer Products,87,3.5,0.040229885,1959,
21,Kraft Heinz,Food Consumer Products,1432.3,44.1,0.030789639,1958,
75,General Mills,Food Consumer Products,527.7,12.2,0.023119197,1958,
86,Campbell Soup,Food Consumer Products,440.9,29.9,0.067815831,1958,
103,Hygrade Food Products,Food Consumer Products,380.9,1.4,0.003675505,1958,
125,Hormel Foods,Food Consumer Products,335.1,3.3,0.009847807,1958,
140,Quaker Oats,Food Consumer Products,302.6,12.1,0.039986781,1958,
152,H.J. Heinz,Food Consumer Products,278.9,10.6,0.038006454,1958,
200,Kellanova,Food Consumer Products,213.2,17.1,0.080206379,1958,
263,Hershey,Food Consumer Products,157.8,14.9,0.094423321,1958,
314,Pepsico,Food Consumer Products,119.1,9.6,0.080604534,1958,
386,Wm. Wrigley Jr.,Food Consumer Products,92.3,10.9,0.118093174,1958,
415,Dole Food,Food Consumer Products,81.5,1.4,0.017177914,1958,
20,Kraft Heinz,Food Consumer Products,1352.9,41.7,0.030822677,1957,
77,General Mills,Food Consumer Products,516.1,14.1,0.027320287,1957,
84,Campbell Soup,Food Consumer Products,429.8,29.2,0.067938576,1957,
102,Hygrade Food Products,Food Consumer Products,362,2.4,0.006629834,1957,
122,Hormel Foods,Food Consumer Products,319.3,5.1,0.01597244,1957,
143,Quaker Oats,Food Consumer Products,277.2,11.6,0.041847042,1957,
154,H.J. Heinz,Food Consumer Products,262.4,10.6,0.040396341,1957,
196,Kellanova,Food Consumer Products,201.7,15.1,0.074863659,1957,
261,Hershey,Food Consumer Products,148.7,12.9,0.086751849,1957,
354,Pepsico,Food Consumer Products,97,8.9,0.091752577,1957,
372,Wm. Wrigley Jr.,Food Consumer Products,90,11.2,0.124444444,1957,
434,Dole Food,Food Consumer Products,71.8,2.7,0.037604457,1957,
20,Kraft Heinz,Food Consumer Products,1260.2,40.3,0.031979051,1956,
71,General Mills,Food Consumer Products,513.7,12.4,0.024138602,1956,
89,Campbell Soup,Food Consumer Products,377.6,29.1,0.077065678,1956,
101,Hormel Foods,Food Consumer Products,336.6,3.8,0.011289364,1956,
103,Hygrade Food Products,Food Consumer Products,334.3,2.3,0.006880048,1956,
128,Quaker Oats,Food Consumer Products,276.4,10.1,0.036541245,1956,
155,H.J. Heinz,Food Consumer Products,234.2,8.8,0.037574722,1956,
190,Kellanova,Food Consumer Products,182.1,13.8,0.075782537,1956,
226,Hershey,Food Consumer Products,151.6,10.6,0.069920844,1956,
339,Pepsico,Food Consumer Products,89,9.5,0.106741573,1956,
346,Wm. Wrigley Jr.,Food Consumer Products,86.1,11.6,0.134727062,1956,
472,Dole Food,Food Consumer Products,58.8,1.4,0.023809524,1956,
17,Kraft Heinz,Food Consumer Products,1210.3,37.4,0.030901429,1955,
56,General Mills,Food Consumer Products,487.6,11.2,0.022969647,1955,
88,Campbell Soup,Food Consumer Products,338.7,23.6,0.069678181,1955,
92,Hormel Foods,Food Consumer Products,331.8,1.8,0.005424955,1955,
93,Hygrade Food Products,Food Consumer Products,324.2,1,0.003084516,1955,
113,Quaker Oats,Food Consumer Products,266.1,8.9,0.033446073,1955,
142,H.J. Heinz,Food Consumer Products,220.6,5.6,0.025385313,1955,
186,Kellanova,Food Consumer Products,169.5,12.7,0.074926254,1955,
197,Hershey,Food Consumer Products,159.4,7.1,0.044542033,1955,
336,Wm. Wrigley Jr.,Food Consumer Products,82.6,11.4,0.138014528,1955,
364,Pepsico,Food Consumer Products,74.2,6.2,0.083557951,1955,
427,Dole Food,Food Consumer Products,60.1,1.9,0.031613977,1955,
420,Finevest Foods,Food Industry,716,0,0,1991,
399,Amstar,Food Industry,765.9,38.1,0.049745398,1990,
423,Finevest Foods,Food Industry,700.8,-19,-0.027111872,1990,
325,Amstar,Food Industry,1057,-6,-0.005676443,1989,
429,Finevest Foods,Food Industry,635,3,0.004724409,1989,
248,Amstar,Food Industry,1400,24,0.017142857,1988,
245,Amstar,Food Industry,1321.5,34.7,0.02625804,1987,
255,Amstar,Food Industry,1314.4,29.2,0.02221546,1986,
257,Amstar,Food Industry,1298.9,39.3,0.030256371,1985,
264,Amstar,Food Industry,1191.1,22.4,0.018806146,1984,
240,Amstar,Food Industry,1421.9,40.1,0.028201702,1983,
197,Amstar,Food Industry,1980.4,73.4,0.03706322,1982,
257,Amstar,Food Industry,1285,30.9,0.024046693,1981,
273,Amstar,Food Industry,1056.4,22.4,0.021204089,1980,
267,Amstar,Food Industry,956.2,14.2,0.01485045,1979,
251,Amstar,Food Industry,950.4,28.1,0.029566498,1978,
488,Dairylea Cooperative,Food Industry,368.1,0,0,1978,
198,Amstar,Food Industry,1118.5,43.4,0.038801967,1977,
460,Dairylea Cooperative,Food Industry,364.1,0,0,1977,
122,Amstar,Food Industry,1687,39,0.023117961,1976,
438,Dairylea Cooperative,Food Industry,355.1,0,0,1976,
191,Amstar,Food Industry,1046.9,31.4,0.029993314,1975,
435,Dairylea Cooperative,Food Industry,359.5,0,0,1975,
248,Amstar,Food Industry,652.5,14.9,0.022835249,1974,
332,Allied Mills,Food Industry,434.2,4.8,0.011054813,1974,
373,Dairylea Cooperative,Food Industry,375.7,0,0,1974,
211,Amstar,Food Industry,650.6,16.6,0.025514909,1973,
329,Allied Mills,Food Industry,363.6,2,0.00550055,1973,
331,Dairylea Cooperative,Food Industry,358.5,0,0,1973,
201,Amstar,Food Industry,627.9,20.7,0.032967033,1972,
298,Allied Mills,Food Industry,359.8,3.1,0.008615898,1972,
318,Dairylea Cooperative,Food Industry,345,0,0,1972,
212,Amstar,Food Industry,527.3,13.6,0.025791769,1971,
301,Allied Mills,Food Industry,347,8.2,0.023631124,1971,
314,Dairylea Cooperative,Food Industry,327.3,0,0,1971,
222,Amstar,Food Industry,486.2,10.7,0.022007404,1970,
346,Allied Mills,Food Industry,266.2,6.4,0.024042074,1970,
207,Amstar,Food Industry,474.8,11.3,0.023799495,1969,
364,Allied Mills,Food Industry,225.4,4.6,0.020408163,1969,
190,Amstar,Food Industry,451.1,11.5,0.025493239,1968,
349,Allied Mills,Food Industry,205.7,4,0.019445795,1968,
176,Amstar,Food Industry,452.2,14,0.030959752,1967,
377,Allied Mills,Food Industry,179.1,5,0.027917365,1967,
162,Amstar,Food Industry,430.7,16.4,0.038077548,1966,
397,Allied Mills,Food Industry,148,3.1,0.020945946,1966,
145,Amstar,Food Industry,412.9,7.6,0.018406394,1965,
364,Allied Mills,Food Industry,147.8,2.6,0.01759134,1965,
130,Amstar,Food Industry,435.7,10.1,0.023181088,1964,
340,Allied Mills,Food Industry,145.2,3,0.020661157,1964,
135,Amstar,Food Industry,388.4,10.9,0.028063852,1963,
349,Allied Mills,Food Industry,131.5,2.6,0.019771863,1963,
131,Amstar,Food Industry,369.7,9.7,0.02623749,1962,
346,Allied Mills,Food Industry,122,3,0.024590164,1962,
148,Amstar,Food Industry,317.7,9.4,0.029587661,1961,
377,Allied Mills,Food Industry,105.7,2.5,0.023651845,1961,
145,Amstar,Food Industry,310.1,10.1,0.032570139,1960,
354,Allied Mills,Food Industry,112.8,3,0.026595745,1960,
132,Amstar,Food Industry,323.3,11.6,0.035879988,1959,
352,Allied Mills,Food Industry,97.9,3.1,0.031664964,1959,
135,Amstar,Food Industry,312.3,9.9,0.031700288,1958,
385,Allied Mills,Food Industry,92.5,2.4,0.025945946,1958,
111,Amstar,Food Industry,338.1,9.9,0.029281278,1957,
363,Allied Mills,Food Industry,93.3,2.9,0.031082529,1957,
107,Amstar,Food Industry,325.9,8.3,0.025467935,1956,
311,Allied Mills,Food Industry,97.8,2.8,0.028629857,1956,
96,Amstar,Food Industry,308.8,7.6,0.024611399,1955,
278,Allied Mills,Food Industry,106.7,3.2,0.029990628,1955,
383,Universal Foods,Food Preparations,891.6,33,0.037012113,1994,
389,Universal Foods,Food Preparations,883.4,41.7,0.047203985,1993,
382,Universal Foods,Food Preparations,834.3,57.8,0.069279636,1992,
385,Universal Foods,Food Preparations,838.9,49.4,0.058886637,1991,
379,Universal Foods,Food Preparations,837.3,40,0.047772602,1990,
396,Universal Foods,Food Preparations,720,28,0.038888889,1989,
390,Universal Foods,Food Preparations,710,25,0.035211268,1988,
418,Universal Foods,Food Preparations,602.7,15.4,0.025551684,1987,
470,Universal Foods,Food Preparations,491.5,17.4,0.035401831,1986,
493,Universal Foods,Food Preparations,430.1,12.2,0.028365496,1985,
448,Universal Foods,Food Preparations,520.1,20.6,0.039607768,1984,
452,Universal Foods,Food Preparations,494.1,18.4,0.037239425,1983,
224,Central Soya,Food Processing,1981.4,15.5,0.007822752,1994,
271,Del Monte Foods,Food Processing,1555,-188,-0.120900322,1994,
341,Savannah Foods & Industries,Food Processing,1122.9,15.2,0.013536379,1994,
375,Hudson Foods,Food Processing,920.5,15.9,0.017273221,1994,
436,Thorn Apple Valley,Food Processing,729.9,13.9,0.019043705,1994,
498,Wlr Foods,Food Processing,616.7,14.6,0.023674396,1994,
227,Central Soya,Food Processing,1907.7,28,0.01467736,1993,
280,Del Monte Foods,Food Processing,1438,-58,-0.040333797,1993,
324,Savannah Foods & Industries,Food Processing,1139.9,9.2,0.008070883,1993,
405,Hudson Foods,Food Processing,809.2,2.2,0.002718735,1993,
426,Thorn Apple Valley,Food Processing,740.4,21.1,0.028498109,1993,
209,Central Soya,Food Processing,2000.4,24.8,0.01239752,1992,
267,Del Monte Foods,Food Processing,1435,-27,-0.018815331,1992,
302,Savannah Foods & Industries,Food Processing,1203,38.3,0.031837074,1992,
326,Domino Sugar,Food Processing,1057.6,0,0,1992,
390,Thorn Apple Valley,Food Processing,818,19.6,0.02396088,1992,
409,Hudson Foods,Food Processing,765.3,8.5,0.011106756,1992,
497,American Maize-Products,Food Processing,533.6,11.3,0.021176912,1992,
115,Beatrice,Food Processing,4279,55,0.01285347,1991,
217,Central Soya,Food Processing,1950.2,23.3,0.011947493,1991,
302,Savannah Foods & Industries,Food Processing,1217.9,48.6,0.039904754,1991,
328,Domino Sugar,Food Processing,1093,0,0,1991,
437,Thorn Apple Valley,Food Processing,669.9,-4.6,-0.006866697,1991,
440,Hudson Foods,Food Processing,666.7,8.7,0.013049348,1991,
111,Beatrice,Food Processing,4498,325,0.072254335,1990,
192,Central Soya,Food Processing,2318.5,15.1,0.006512832,1990,
328,Savannah Foods & Industries,Food Processing,1096.7,41.1,0.037476065,1990,
453,Hudson Foods,Food Processing,623.1,22.8,0.036591237,1990,
459,Thorn Apple Valley,Food Processing,612.8,2.3,0.003753264,1990,
57,Beatrice,Food Processing,7505,529,0.070486342,1989,
70,Pillsbury,Food Processing,6191,69,0.011145211,1989,
193,Central Soya,Food Processing,2190,11,0.005022831,1989,
347,Savannah Foods & Industries,Food Processing,917,20,0.021810251,1989,
452,Thorn Apple Valley,Food Processing,593,5,0.008431703,1989,
474,American Maize-Products,Food Processing,548,1,0.001824818,1989,
42,Beatrice,Food Processing,8926,0,0,1988,
68,Pillsbury,Food Processing,6128,182,0.029699739,1988,
229,Central Soya,Food Processing,1523,9,0.005909389,1988,
347,Savannah Foods & Industries,Food Processing,879,14,0.01592719,1988,
425,Thorn Apple Valley,Food Processing,602,1,0.00166113,1988,
474,American Maize-Products,Food Processing,507,13,0.025641026,1988,
61,Pillsbury,Food Processing,5847.9,208.1,0.035585424,1987,
132,Staley Continental,Food Processing,2996.4,26.2,0.008743826,1987,
228,Central Soya,Food Processing,1475.5,1.8,0.001219925,1987,
402,Savannah Foods & Industries,Food Processing,634.7,10.4,0.016385694,1987,
415,Thorn Apple Valley,Food Processing,611,-5.5,-0.009001637,1987,
464,American Maize-Products,Food Processing,509.5,9.7,0.019038273,1987,
26,Beatrice,Food Processing,12595,479,0.038030965,1986,
80,Pillsbury,Food Processing,4670.6,191.8,0.041065388,1986,
137,Staley Continental,Food Processing,2937.9,6.7,0.002280541,1986,
222,Central Soya,Food Processing,1639.9,7.4,0.00451247,1986,
400,Thorn Apple Valley,Food Processing,658.7,-0.4,-0.000607257,1986,
406,Savannah Foods & Industries,Food Processing,629.4,17.3,0.027486495,1986,
499,American Maize-Products,Food Processing,433.2,-4.7,-0.010849492,1986,
36,Beatrice,Food Processing,9327,433,0.046424359,1985,
94,Pillsbury,Food Processing,4172.3,169.8,0.040696978,1985,
170,Staley Continental,Food Processing,2139.8,36.6,0.017104402,1985,
200,Central Soya,Food Processing,1831,21.9,0.011960677,1985,
391,Thorn Apple Valley,Food Processing,664.8,2.3,0.003459687,1985,
422,Savannah Foods & Industries,Food Processing,591.3,17.3,0.029257568,1985,
36,Beatrice,Food Processing,9188.2,43.2,0.004701683,1984,
102,Pillsbury,Food Processing,3685.9,138.9,0.037684148,1984,
200,Central Soya,Food Processing,1722,25.2,0.014634146,1984,
207,Staley Continental,Food Processing,1679.4,13.7,0.008157675,1984,
377,Thorn Apple Valley,Food Processing,686.1,3.7,0.0053928,1984,
461,Savannah Foods & Industries,Food Processing,487.7,26,0.053311462,1984,
35,Beatrice,Food Processing,9023.5,390.1,0.043231562,1983,
115,Pillsbury,Food Processing,3385.1,136.3,0.040264689,1983,
198,Central Soya,Food Processing,1753.1,19.5,0.011123153,1983,
219,Staley Continental,Food Processing,1588.1,62.6,0.039418173,1983,
407,Thorn Apple Valley,Food Processing,591.7,2,0.003380091,1983,
483,Savannah Foods & Industries,Food Processing,440.5,20.9,0.047446084,1983,
41,Beatrice,Food Processing,8772.8,304.2,0.03467536,1982,
129,Pillsbury,Food Processing,3301.7,119.6,0.036223764,1982,
192,Staley Continental,Food Processing,2006.2,105.8,0.052736517,1982,
199,Central Soya,Food Processing,1975,19.9,0.010075949,1982,
462,Savannah Foods & Industries,Food Processing,523.9,27.2,0.051918305,1982,
485,Envirotech,Food Processing,471.3,-56,-0.118820284,1982,
490,Thorn Apple Valley,Food Processing,465.6,-1.6,-0.003436426,1982,
37,Beatrice,Food Processing,8290.5,290.1,0.034991858,1981,
125,Pillsbury,Food Processing,3032,104.7,0.034531662,1981,
207,Central Soya,Food Processing,1744.4,34.8,0.019949553,1981,
218,Staley Continental,Food Processing,1656,73.8,0.044565217,1981,
419,Envirotech,Food Processing,627.2,-15.1,-0.024075255,1981,
452,H.P. Hood,Food Processing,548.6,4.3,0.007838133,1981,
472,Savannah Foods & Industries,Food Processing,510.6,8.2,0.016059538,1981,
479,Thorn Apple Valley,Food Processing,491.2,7.3,0.014861564,1981,
35,Beatrice,Food Processing,7468.4,261,0.034947244,1980,
141,Central Soya,Food Processing,2448.1,33.6,0.01372493,1980,
164,Pillsbury,Food Processing,2166,83.5,0.038550323,1980,
219,Staley Continental,Food Processing,1434.9,23.6,0.016447139,1980,
424,Envirotech,Food Processing,551.4,6.8,0.012332245,1980,
446,H.P. Hood,Food Processing,498.9,1.2,0.002405292,1980,
465,Thorn Apple Valley,Food Processing,468.3,2,0.004270767,1980,
31,Beatrice,Food Processing,6313.9,221.5,0.035081328,1979,
133,Central Soya,Food Processing,2200.8,29.9,0.013585969,1979,
163,Associated Milk Producers,Food Processing,1766,0,0,1979,
172,Pillsbury,Food Processing,1704.9,72.5,0.042524488,1979,
184,Del Monte Foods,Food Processing,1575.3,51.4,0.032628706,1979,
224,Staley Continental,Food Processing,1213.9,15.4,0.012686383,1979,
424,Envirotech,Food Processing,497.5,15.4,0.030954774,1979,
447,H.P. Hood,Food Processing,450.6,1.9,0.0042166,1979,
491,Thorn Apple Valley,Food Processing,394.8,0.9,0.002279635,1979,
36,Beatrice,Food Processing,5288.6,182.6,0.034527096,1978,
115,Central Soya,Food Processing,2177.4,12.4,0.005694865,1978,
150,Associated Milk Producers,Food Processing,1640.7,0,0,1978,
171,Del Monte Foods,Food Processing,1483.8,50.9,0.034303815,1978,
176,Pillsbury,Food Processing,1460.8,57.9,0.039635816,1978,
222,Staley Continental,Food Processing,1116.6,24.5,0.021941608,1978,
413,Envirotech,Food Processing,466.7,17.3,0.037068781,1978,
434,H.P. Hood,Food Processing,439.6,1,0.002274795,1978,
38,Beatrice,Food Processing,4690.6,153.1,0.032639748,1977,
124,Central Soya,Food Processing,1836.8,37.7,0.020524826,1977,
137,Associated Milk Producers,Food Processing,1623.3,0,0,1977,
158,Del Monte Foods,Food Processing,1430.4,53.2,0.037192394,1977,
159,Pillsbury,Food Processing,1421.9,41.6,0.029256628,1977,
263,Staley Continental,Food Processing,819.4,37.7,0.046009275,1977,
417,H.P. Hood,Food Processing,429.8,3.1,0.007212657,1977,
424,Envirotech,Food Processing,416.1,10.7,0.025714972,1977,
38,Beatrice,Food Processing,4191.8,134.8,0.032158023,1976,
116,Central Soya,Food Processing,1789.3,21,0.011736433,1976,
141,Associated Milk Producers,Food Processing,1477.9,0,0,1976,
162,Del Monte Foods,Food Processing,1279.3,47.2,0.036895177,1976,
173,Pillsbury,Food Processing,1197.4,30.9,0.025805913,1976,
254,Staley Continental,Food Processing,776.8,50.4,0.064881565,1976,
402,H.P. Hood,Food Processing,410.5,-3,-0.007308161,1976,
410,Savannah Foods & Industries,Food Processing,401.6,16.3,0.040587649,1976,
431,Envirotech,Food Processing,364.7,6.9,0.01891966,1976,
42,Beatrice,Food Processing,3541.2,117,0.033039648,1975,
112,Central Soya,Food Processing,1749.3,31.6,0.018064369,1975,
141,Associated Milk Producers,Food Processing,1416.3,0,0,1975,
192,Del Monte Foods,Food Processing,1042.6,39.1,0.037502398,1975,
202,Pillsbury,Food Processing,1004.2,28.3,0.028181637,1975,
287,Staley Continental,Food Processing,621.4,15,0.024139041,1975,
398,Savannah Foods & Industries,Food Processing,412.4,-13.9,-0.033705141,1975,
43,Beatrice,Food Processing,2787,90.4,0.032436311,1974,
130,Central Soya,Food Processing,1297.7,26,0.020035447,1974,
155,Associated Milk Producers,Food Processing,1102.8,0,0,1974,
178,Del Monte Foods,Food Processing,946.5,26,0.027469625,1974,
203,Pillsbury,Food Processing,816.3,20,0.024500796,1974,
315,Staley Continental,Food Processing,461.4,7.9,0.017121803,1974,
42,Beatrice,Food Processing,2384.4,77.9,0.032670693,1973,
133,Associated Milk Producers,Food Processing,1070.5,0,0,1973,
157,Central Soya,Food Processing,911.2,16.2,0.017778753,1973,
171,Del Monte Foods,Food Processing,820.6,23.3,0.028393858,1973,
192,Pillsbury,Food Processing,717.8,16.9,0.023544163,1973,
360,Staley Continental,Food Processing,336.1,6.4,0.019041952,1973,
442,Great Western United,Food Processing,251,5.9,0.023505976,1973,
58,Beatrice,Food Processing,1827.3,62.1,0.033984567,1972,
147,Associated Milk Producers,Food Processing,853.4,0,0,1972,
164,Del Monte Foods,Food Processing,751.9,21.2,0.028195239,1972,
165,Central Soya,Food Processing,751.1,14,0.018639329,1972,
181,Pillsbury,Food Processing,696.7,9.3,0.013348644,1972,
328,Staley Continental,Food Processing,333.9,5.4,0.016172507,1972,
432,Great Western United,Food Processing,234.1,0,0,1972,
484,Keebler,Food Processing,188.9,3.2,0.01694018,1972,
70,Beatrice,Food Processing,1576.1,52.9,0.03356386,1971,
172,Del Monte Foods,Food Processing,681.5,14.4,0.021129861,1971,
174,Central Soya,Food Processing,678.6,18.5,0.02726201,1971,
175,Pillsbury,Food Processing,674.4,17,0.025207592,1971,
330,Staley Continental,Food Processing,306.6,8.4,0.02739726,1971,
397,Great Western United,Food Processing,241.2,10.3,0.042703151,1971,
485,Keebler,Food Processing,174.1,2.7,0.015508329,1971,
83,Beatrice,Food Processing,1302.9,43.7,0.033540563,1970,
171,Del Monte Foods,Food Processing,662.2,23.2,0.035034733,1970,
189,Pillsbury,Food Processing,569.2,14.4,0.025298665,1970,
194,Central Soya,Food Processing,556.7,11.1,0.019938926,1970,
315,Staley Continental,Food Processing,297.6,8.3,0.027889785,1970,
345,Great Western United,Food Processing,268.5,16.2,0.060335196,1970,
467,Keebler,Food Processing,171.8,1.9,0.011059371,1970,
93,Beatrice,Food Processing,1052.4,37.4,0.035537818,1969,
164,Del Monte Foods,Food Processing,597.9,27.1,0.045325305,1969,
186,Pillsbury,Food Processing,526.3,13,0.024700741,1969,
190,Central Soya,Food Processing,516.7,7.6,0.014708728,1969,
303,Staley Continental,Food Processing,280.4,6.6,0.023537803,1969,
358,Great Western United,Food Processing,228.4,7,0.030647986,1969,
477,Keebler,Food Processing,151.6,1,0.006596306,1969,
95,Beatrice,Food Processing,909.6,30.3,0.033311346,1968,
150,Central Soya,Food Processing,578,9.2,0.015916955,1968,
164,Pillsbury,Food Processing,525.8,12.1,0.023012552,1968,
168,Del Monte Foods,Food Processing,514,27.3,0.05311284,1968,
314,Staley Continental,Food Processing,247.4,6.1,0.024656427,1968,
434,Keebler,Food Processing,156.9,2.7,0.017208413,1968,
101,Beatrice,Food Processing,796.4,24.6,0.030889001,1967,
148,Central Soya,Food Processing,519.9,14.5,0.027889979,1967,
162,Del Monte Foods,Food Processing,479,23.5,0.049060543,1967,
165,Pillsbury,Food Processing,470,11.7,0.024893617,1967,
299,Staley Continental,Food Processing,252.1,10.8,0.042840143,1967,
421,Keebler,Food Processing,153.8,2,0.013003901,1967,
104,Beatrice,Food Processing,681.4,18,0.026416202,1966,
143,Central Soya,Food Processing,467.4,9.5,0.020325203,1966,
156,Pillsbury,Food Processing,443.4,10.4,0.02345512,1966,
163,Del Monte Foods,Food Processing,430.1,19.5,0.045338293,1966,
298,Staley Continental,Food Processing,220.9,8.4,0.038026256,1966,
317,Sunshine Biscuits,Food Processing,201,5.5,0.027363184,1966,
410,Keebler,Food Processing,137.8,2,0.014513788,1966,
446,Great Western Sugar,Food Processing,125.5,9.4,0.074900398,1966,
103,Beatrice,Food Processing,606.2,14.7,0.024249423,1965,
136,Pillsbury,Food Processing,446.4,9,0.02016129,1965,
148,Del Monte Foods,Food Processing,409.8,18,0.043923865,1965,
151,Central Soya,Food Processing,394.8,7.9,0.020010132,1965,
291,Sunshine Biscuits,Food Processing,200.8,7.3,0.036354582,1965,
320,Staley Continental,Food Processing,178,4.3,0.024157303,1965,
390,Great Western Sugar,Food Processing,132.9,10,0.075244545,1965,
410,Keebler,Food Processing,126.7,1.1,0.008681926,1965,
433,National Sugar Refining,Food Processing,119.3,-4.9,-0.041072925,1965,
99,Beatrice,Food Processing,569.5,13,0.022827041,1964,
137,Pillsbury,Food Processing,407.7,7.8,0.019131714,1964,
146,Del Monte Foods,Food Processing,385.8,15.9,0.041213064,1964,
164,Central Soya,Food Processing,342.8,6.5,0.018961494,1964,
270,Sunshine Biscuits,Food Processing,199.6,7.8,0.039078156,1964,
284,Staley Continental,Food Processing,185.1,5.5,0.029713668,1964,
342,National Sugar Refining,Food Processing,145.2,2.6,0.017906336,1964,
369,Keebler,Food Processing,128.8,1.5,0.011645963,1964,
425,Great Western Sugar,Food Processing,109.6,7,0.063868613,1964,
483,Savannah Sugar Refining,Food Processing,91,2.7,0.02967033,1964,
98,Beatrice,Food Processing,539.2,11.8,0.021884273,1963,
131,Pillsbury,Food Processing,398,7.7,0.019346734,1963,
138,Del Monte Foods,Food Processing,379.8,17.2,0.045286993,1963,
160,Central Soya,Food Processing,324,6.6,0.02037037,1963,
252,Sunshine Biscuits,Food Processing,199.9,7.8,0.03901951,1963,
278,Staley Continental,Food Processing,173.8,4.7,0.027042578,1963,
331,National Sugar Refining,Food Processing,143.3,0.6,0.00418702,1963,
352,Keebler,Food Processing,129.5,2.4,0.018532819,1963,
376,Great Western Sugar,Food Processing,119,8.3,0.069747899,1963,
102,Beatrice,Food Processing,477.7,10.8,0.022608332,1962,
127,Pillsbury,Food Processing,385,7.9,0.020519481,1962,
134,Del Monte Foods,Food Processing,358.2,15.7,0.043830262,1962,
162,Central Soya,Food Processing,298.2,5,0.01676727,1962,
243,Sunshine Biscuits,Food Processing,193.2,7.6,0.039337474,1962,
249,National Sugar Refining,Food Processing,188.3,0.1,0.000531067,1962,
273,Staley Continental,Food Processing,165.7,5.7,0.034399517,1962,
347,Keebler,Food Processing,121.8,2.2,0.018062397,1962,
408,Great Western Sugar,Food Processing,98.6,6.1,0.061866126,1962,
105,Beatrice,Food Processing,443.1,10.3,0.023245317,1961,
125,Pillsbury,Food Processing,373.8,6.5,0.017388978,1961,
133,Del Monte Foods,Food Processing,352.5,14.5,0.041134752,1961,
172,Central Soya,Food Processing,276.1,4.2,0.01521188,1961,
238,National Sugar Refining,Food Processing,196.5,0.8,0.004071247,1961,
245,Sunshine Biscuits,Food Processing,192.6,8.1,0.042056075,1961,
281,Staley Continental,Food Processing,155.7,4.5,0.028901734,1961,
315,Keebler,Food Processing,130.5,2.5,0.019157088,1961,
396,Great Western Sugar,Food Processing,98.4,5.9,0.05995935,1961,
121,Beatrice,Food Processing,385.4,8.9,0.023092891,1960,
126,Pillsbury,Food Processing,359.7,7.9,0.021962747,1960,
129,Del Monte Foods,Food Processing,346.3,11.8,0.034074502,1960,
162,Central Soya,Food Processing,285,6.9,0.024210526,1960,
242,Sunshine Biscuits,Food Processing,188.9,7.9,0.041821069,1960,
253,National Sugar Refining,Food Processing,178.4,1.1,0.006165919,1960,
263,Staley Continental,Food Processing,168.7,5.7,0.033787789,1960,
300,Keebler,Food Processing,137.6,1.9,0.01380814,1960,
340,Pacific Vegetable Oil,Food Processing,115.6,0.9,0.007785467,1960,
390,Great Western Sugar,Food Processing,98.3,6.7,0.068158698,1960,
120,Beatrice,Food Processing,354,7.6,0.021468927,1959,
122,Pillsbury,Food Processing,350.6,5.6,0.015972618,1959,
131,Del Monte Foods,Food Processing,325.5,8.4,0.025806452,1959,
181,Central Soya,Food Processing,226,6.7,0.029646018,1959,
213,National Sugar Refining,Food Processing,183.4,2.3,0.012540894,1959,
219,Sunshine Biscuits,Food Processing,180.8,8.1,0.044800885,1959,
257,Staley Continental,Food Processing,156.9,5.7,0.036328872,1959,
278,Keebler,Food Processing,136.4,2.2,0.016129032,1959,
386,Great Western Sugar,Food Processing,86.2,6.1,0.070765661,1959,
407,Pacific Vegetable Oil,Food Processing,80.9,0.3,0.003708282,1959,
464,Savannah Sugar Refining,Food Processing,67.6,2.3,0.034023669,1959,
468,Holly Sugar,Food Processing,67.2,1.5,0.022321429,1959,
121,Beatrice,Food Processing,342.1,7.3,0.02133879,1958,
127,Pillsbury,Food Processing,331.4,4,0.012070006,1958,
146,Del Monte Foods,Food Processing,287.6,12.6,0.043810848,1958,
217,Central Soya,Food Processing,196.5,4.7,0.023918575,1958,
238,National Sugar Refining,Food Processing,177.1,2.2,0.01242236,1958,
244,Sunshine Biscuits,Food Processing,172.5,7.6,0.044057971,1958,
268,Staley Continental,Food Processing,152.3,5.2,0.034143139,1958,
284,Keebler,Food Processing,140.2,4,0.02853067,1958,
383,Pacific Vegetable Oil,Food Processing,94.8,0.5,0.005274262,1958,
435,Great Western Sugar,Food Processing,76.4,5,0.065445026,1958,
498,Savannah Sugar Refining,Food Processing,64.9,1.9,0.029275809,1958,
115,Pillsbury,Food Processing,331,4.4,0.013293051,1957,
118,Beatrice,Food Processing,325,6.4,0.019692308,1957,
165,Del Monte Foods,Food Processing,249.3,11.4,0.045728039,1957,
216,Staley Continental,Food Processing,181,4.9,0.027071823,1957,
228,National Sugar Refining,Food Processing,172.1,2.6,0.015107496,1957,
